Date,Product,Category,Supplier,Region,Unit Cost,Selling Price,Weekly Demand,Inventory,Lead Time (days),Delay %,Reorder Point,Safety Stock,Shipping Cost,On-time Delivery %,Stockout Flag,
5/5/2024,MacBook Air,Laptop,Foxconn,China,980,1299,108,50,12,11,315,130,8,89,YES,
5/5/2024,iPad Pro,Tablet,Foxconn,China,550,899,137,25,20,6,556,164,8,94,YES,
5/5/2024,Logitech StreamCam,Accessory,Quanta,China,150,249,229,10,18,7,864,275,8,93,YES,
5/5/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,79,35,17,10,287,95,6,90,YES,
5/5/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,235,15,9,4,584,282,6,96,YES,
5/5/2024,"iPad Pro 12.9""",Tablet,Foxconn,China,800,1199,187,30,17,5,679,224,8,95,YES,
5/5/2024,Google Pixel 8,Phone,Google Supply,Vietnam,600,849,240,25,9,3,597,288,7,97,YES,
5/5/2024,HP Envy Laptop,Laptop,HP Supply Chain,Vietnam,620,999,85,40,20,8,345,102,7,92,YES,
5/5/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,262,15,12,5,764,314,8,95,YES,
5/5/2024,AirPods Pro,Accessory,Foxconn,China,120,249,188,60,20,3,763,226,8,97,YES,
5/5/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,72,35,16,7,251,86,6,93,YES,
5/5/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,110,40,14,12,352,132,8,88,YES,
5/5/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,136,20,9,5,338,163,5,95,YES,
5/5/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,42,50,20,4,170,50,9,96,YES,
5/5/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,76,30,12,11,221,91,8,89,YES,
5/5/2024,iPhone 15,Phone,Foxconn,China,720,999,99,25,20,5,402,119,8,95,YES,
5/5/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,93,15,9,9,231,112,7,91,YES,
5/12/2024,iPhone 15,Phone,Foxconn,China,720,999,168,50,16,8,586,202,8,92,YES,
5/12/2024,iPad Air,Tablet,Foxconn,China,430,699,183,55,17,4,664,220,8,96,YES,
5/12/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,73,40,14,4,234,88,8,96,YES,
5/12/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,80,20,17,5,290,96,7,95,YES,
5/12/2024,AirPods Pro,Accessory,Foxconn,China,120,249,274,130,18,11,1033,329,8,89,YES,
5/12/2024,Mac Mini,Desktop,Foxconn,China,650,999,30,35,14,4,96,36,8,96,YES,
5/12/2024,iPad Mini,Tablet,Foxconn,China,350,649,184,40,12,7,536,221,8,93,YES,
5/12/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,173,30,20,7,702,208,8,93,YES,
5/12/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,148,25,9,4,368,178,5,96,YES,
5/12/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,60,50,14,11,192,72,6,89,YES,
5/12/2024,AirPods 3,Accessory,Foxconn,China,100,199,105,65,16,9,366,126,8,91,YES,
5/12/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,26,35,14,6,83,31,8,94,YES,
5/12/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,119,45,12,3,347,143,7,97,YES,
5/12/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,38,25,20,6,154,46,5,94,YES,
5/12/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,124,30,9,5,308,149,8,95,YES,
5/12/2024,iPhone SE,Phone,Foxconn,India,420,699,224,70,14,2,717,269,6,98,YES,
5/12/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,133,45,16,7,464,160,6,93,YES,
5/12/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,55,150,17,10,200,66,7,90,YES,
5/12/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,291,25,12,3,848,349,7,97,YES,
5/12/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,38,35,20,7,154,46,9,93,YES,
5/12/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,10,60,9,3,25,12,8,97,NO,
5/12/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,75,90,14,10,240,90,6,90,YES,
5/12/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,121,40,16,2,422,145,6,98,YES,
5/12/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,49,20,16,5,171,59,7,95,YES,
5/12/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,77,15,17,8,279,92,8,92,YES,
5/12/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,179,100,14,8,573,215,8,92,YES,
5/12/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,101,25,12,2,294,121,8,98,YES,
5/12/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,104,35,20,3,422,125,8,97,YES,
5/12/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,207,70,9,6,515,248,7,94,YES,
5/12/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,42,20,14,7,134,50,6,93,YES,
5/12/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,82,10,16,5,286,98,7,95,YES,
5/12/2024,iPad Pro,Tablet,Foxconn,China,550,899,50,35,14,2,160,60,8,98,YES,
5/12/2024,Logitech StreamCam,Accessory,Quanta,China,150,249,168,15,12,8,490,202,8,92,YES,
5/12/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,46,25,20,11,187,55,6,89,YES,
5/12/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,253,30,9,3,629,304,6,97,YES,
5/19/2024,MacBook Air,Laptop,Foxconn,China,980,1299,47,40,20,2,191,56,8,98,YES,
5/19/2024,iPhone 15,Phone,Foxconn,China,720,999,290,45,9,6,721,348,8,94,YES,
5/19/2024,AirPods Pro,Accessory,Foxconn,China,120,249,88,110,12,5,256,106,8,95,YES,
5/19/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,141,20,16,6,491,169,5,94,YES,
5/19/2024,iPad Air,Tablet,Foxconn,China,430,699,162,50,14,12,518,194,8,88,YES,
5/19/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,134,15,20,6,544,161,7,94,YES,
5/19/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,156,40,12,3,455,187,6,97,YES,
5/19/2024,iPhone SE,Phone,Foxconn,India,420,699,71,60,9,4,176,85,6,96,YES,
5/19/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,278,25,12,2,810,334,8,98,YES,
5/19/2024,iPad Mini,Tablet,Foxconn,China,350,649,109,30,14,4,349,131,8,96,YES,
5/19/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,46,35,14,7,147,55,8,93,YES,
5/19/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,40,25,12,8,117,48,8,92,YES,
5/19/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,35,18,9,3,87,42,5,97,YES,
5/19/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,55,80,12,6,160,66,6,94,YES,
5/19/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,89,35,14,10,285,107,7,90,YES,
5/19/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,295,30,9,4,733,354,6,96,YES,
5/19/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,94,120,14,11,301,113,7,89,YES,
5/19/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,38,50,12,7,111,46,8,93,YES,
5/19/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,93,20,20,10,377,112,7,90,YES,
5/19/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,148,25,12,3,431,178,8,97,YES,
5/19/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,149,45,9,7,370,179,8,93,YES,
5/19/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,56,15,12,10,163,67,6,90,YES,
5/19/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,107,25,14,3,342,128,6,97,YES,
5/19/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,262,18,13,7,801,314,7,93,YES,
5/19/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,80,85,7,7,176,96,8,93,YES,
5/19/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,66,28,20,10,268,79,8,90,YES,
5/19/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,153,55,12,6,446,184,7,94,YES,
5/19/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,41,20,9,8,102,49,6,92,YES,
5/19/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,259,22,9,4,644,311,6,96,YES,
5/26/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,248,25,14,7,794,298,8,93,YES,
5/26/2024,MacBook Air,Laptop,Foxconn,China,980,1299,116,35,12,5,338,139,8,95,YES,
5/26/2024,iPad Pro,Tablet,Foxconn,China,550,899,112,40,9,6,278,134,8,94,YES,
5/26/2024,AirPods 3,Accessory,Foxconn,China,100,199,36,55,14,10,115,43,8,90,YES,
5/26/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,80,15,4,4,142,96,5,96,YES,
5/26/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,248,15,12,12,723,298,7,88,YES,
5/26/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,124,35,9,3,308,149,6,97,YES,
5/26/2024,iPhone SE,Phone,Foxconn,India,420,699,136,50,14,4,435,163,6,96,YES,
5/26/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,124,18,12,8,361,149,8,92,YES,
5/26/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,23,65,9,11,57,28,6,89,NO,
5/26/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,108,28,6,2,222,130,7,98,YES,
5/26/2024,Mac Mini,Desktop,Foxconn,China,650,999,39,30,7,9,86,47,8,91,YES,
5/26/2024,iPad Air,Tablet,Foxconn,China,430,699,146,45,14,12,467,175,8,88,YES,
5/26/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,32,12,19,6,125,38,5,94,YES,
5/26/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,139,20,12,12,405,167,8,88,YES,
5/26/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,176,22,9,9,437,211,6,91,YES,
5/26/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,95,95,13,5,290,114,7,95,YES,
5/26/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,288,15,14,11,922,346,7,89,YES,
5/26/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,119,20,8,8,279,143,8,92,YES,
5/26/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,42,45,12,3,122,50,8,97,YES,
5/26/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,53,12,9,11,132,64,6,89,YES,
5/26/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,24,18,7,11,53,29,6,89,YES,
5/26/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,51,15,14,7,163,61,7,93,YES,
5/26/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,90,70,15,12,301,108,8,88,YES,
5/26/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,114,25,13,11,349,137,8,89,YES,
5/26/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,78,40,12,10,227,94,7,90,YES,
5/26/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,54,18,9,6,134,65,6,94,YES,
5/26/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,196,20,14,4,627,235,6,96,YES,
5/26/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,224,30,12,10,653,269,8,90,YES,
5/26/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,153,10,9,10,380,184,8,90,YES,
5/26/2024,iPhone 15,Phone,Foxconn,China,720,999,170,30,6,10,350,204,8,90,YES,
6/2/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,107,25,19,4,419,128,8,96,YES,
6/2/2024,AirPods Pro,Accessory,Foxconn,China,120,249,169,90,18,4,637,203,8,96,YES,
6/2/2024,iPad Air,Tablet,Foxconn,China,430,699,80,35,6,3,165,96,8,97,YES,
6/2/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,139,10,17,11,504,167,5,89,YES,
6/2/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,43,12,21,2,181,52,7,98,YES,
6/2/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,63,28,6,8,130,76,6,92,YES,
6/2/2024,iPhone SE,Phone,Foxconn,India,420,699,64,40,14,10,205,77,6,90,YES,
6/2/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,240,15,12,12,699,288,8,88,YES,
6/2/2024,iPad Mini,Tablet,Foxconn,China,350,649,155,20,9,8,385,186,8,92,YES,
6/2/2024,Mac Mini,Desktop,Foxconn,China,650,999,48,22,14,9,154,58,8,91,YES,
6/2/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,68,20,21,2,286,82,7,98,YES,
6/2/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,42,8,19,5,164,50,5,95,YES,
6/2/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,51,15,13,4,156,61,8,96,YES,
6/2/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,35,50,17,4,127,42,6,96,YES,
6/2/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,238,18,14,10,762,286,6,90,YES,
6/2/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,181,70,12,12,527,217,7,88,YES,
6/2/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,24,35,9,6,60,29,8,94,YES,
6/2/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,212,10,13,9,648,254,7,91,YES,
6/2/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,144,15,17,8,523,173,8,92,YES,
6/2/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,144,8,16,3,502,173,6,97,YES,
6/2/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,98,12,19,11,384,118,6,89,YES,
6/2/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,223,10,14,12,714,268,7,88,YES,
6/2/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,185,60,6,5,381,222,8,95,YES,
6/2/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,150,18,6,10,309,180,8,90,YES,
6/2/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,270,30,8,7,633,324,7,93,YES,
6/2/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,25,12,14,10,80,30,6,90,YES,
6/2/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,186,15,12,2,542,223,6,98,YES,
6/2/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,203,22,9,6,505,244,8,94,YES,
6/2/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,150,6,13,3,459,180,8,97,YES,
6/9/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,172,18,17,6,624,206,8,94,YES,
6/9/2024,MacBook Air,Laptop,Foxconn,China,980,1299,94,28,14,6,301,113,8,94,YES,
6/9/2024,AirPods Pro,Accessory,Foxconn,China,120,249,225,75,12,2,656,270,8,98,YES,
6/9/2024,iPad Air,Tablet,Foxconn,China,430,699,198,30,17,12,718,238,8,88,YES,
6/9/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,60,6,14,12,192,72,5,88,YES,
6/9/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,138,24,12,7,402,166,6,93,YES,
6/9/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,36,8,6,8,74,43,7,92,YES,
6/9/2024,iPhone SE,Phone,Foxconn,India,420,699,284,32,6,12,584,341,6,88,YES,
6/9/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,256,12,8,6,600,307,8,94,YES,
6/9/2024,iPad Mini,Tablet,Foxconn,China,350,649,146,18,14,6,467,175,8,94,YES,
6/9/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,143,20,12,10,417,172,8,90,YES,
6/9/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,53,15,9,4,132,64,7,96,YES,
6/9/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,28,5,13,8,86,34,5,92,YES,
6/9/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,113,10,9,10,281,136,8,90,YES,
6/9/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,65,40,9,5,162,78,6,95,YES,
6/9/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,252,12,6,11,518,302,6,89,YES,
6/9/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,227,55,19,10,889,272,7,90,YES,
6/9/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,26,25,18,9,98,31,8,91,YES,
6/9/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,58,6,9,6,144,70,7,94,YES,
6/9/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,34,12,13,5,104,41,8,95,YES,
6/9/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,91,5,9,9,226,109,6,91,YES,
6/9/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,133,9,13,12,407,160,6,88,YES,
6/9/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,207,8,14,8,662,248,7,92,YES,
6/9/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,172,50,18,8,649,206,8,92,YES,
6/9/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,136,14,9,12,338,163,8,88,YES,
6/9/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,282,22,14,11,902,338,7,89,YES,
6/9/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,62,10,9,3,154,74,6,97,YES,
6/9/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,193,12,6,6,397,232,6,94,YES,
6/9/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,275,16,6,5,566,330,8,95,YES,
6/9/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,68,4,8,8,159,82,8,92,YES,
6/9/2024,Mac Mini,Desktop,Foxconn,China,650,999,21,18,14,3,67,25,8,97,YES,
6/9/2024,iPad Pro,Tablet,Foxconn,China,550,899,54,22,12,7,157,65,8,93,YES,
6/9/2024,AirPods 3,Accessory,Foxconn,China,100,199,198,40,9,11,492,238,8,89,YES,
6/9/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,106,30,13,5,324,127,9,95,YES,
6/9/2024,HP Envy Laptop,Laptop,HP Supply Chain,Vietnam,620,999,64,18,11,2,177,77,7,98,YES,
6/9/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,121,7,15,7,404,145,7,93,YES,
6/9/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,53,12,9,6,132,64,8,94,YES,
6/9/2024,Google Pixel 8,Phone,Google Supply,Vietnam,600,849,191,35,11,10,529,229,7,90,YES,
6/9/2024,Nothing Phone 2,Phone,Nothing Tech,China,410,699,249,20,15,10,832,299,8,90,YES,
6/9/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,248,24,9,12,616,298,8,88,YES,
6/16/2024,iPhone 15,Phone,Foxconn,China,720,999,292,22,14,4,934,350,8,96,YES,
6/16/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,90,18,18,5,339,108,8,95,YES,
6/16/2024,AirPods Pro,Accessory,Foxconn,China,120,249,195,60,9,3,485,234,8,97,YES,
6/16/2024,iPad Air,Tablet,Foxconn,China,430,699,35,24,17,2,127,42,8,98,YES,
6/16/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,72,4,13,12,220,86,5,88,YES,
6/16/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,233,20,11,5,646,280,6,95,YES,
6/16/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,57,6,15,3,191,68,7,97,YES,
6/16/2024,iPhone SE,Phone,Foxconn,India,420,699,279,26,9,2,694,335,6,98,YES,
6/16/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,190,10,11,4,527,228,8,96,YES,
6/16/2024,iPad Mini,Tablet,Foxconn,China,350,649,55,14,15,11,184,66,8,89,YES,
6/16/2024,Mac Mini,Desktop,Foxconn,China,650,999,21,16,9,7,52,25,8,93,YES,
6/16/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,47,12,13,10,144,56,7,90,YES,
6/16/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,148,3,14,6,474,178,5,94,YES,
6/16/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,73,8,7,12,161,88,8,88,YES,
6/16/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,50,30,18,6,189,60,6,94,YES,
6/16/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,107,9,16,3,373,128,6,97,YES,
6/16/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,149,40,17,5,541,179,7,95,YES,
6/16/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,11,18,14,5,35,13,8,95,YES,
6/16/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,205,4,18,6,773,246,7,94,YES,
6/16/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,69,9,9,2,172,83,8,98,YES,
6/16/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,26,3,15,10,87,31,6,90,YES,
6/16/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,77,6,9,6,191,92,6,94,YES,
6/16/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,269,5,11,12,746,323,7,88,YES,
6/16/2024,Amazon Fire Tablet,Tablet,Foxconn,China,120,199,80,40,12,9,233,96,8,91,YES,
6/16/2024,Microsoft Surface Pro,Tablet,Pegatron,China,700,1099,107,10,14,12,342,128,8,88,YES,
6/16/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,271,18,18,7,1022,325,7,93,YES,
6/16/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,87,7,8,2,204,104,6,98,YES,
6/16/2024,Sony Headphones,Accessory,Sony Electronics,Japan,150,299,96,8,11,6,266,115,6,94,YES,
6/16/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,183,12,15,2,612,220,8,98,YES,
6/16/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,55,2,9,5,137,66,8,95,YES,
6/16/2024,iPad Pro,Tablet,Foxconn,China,550,899,44,15,11,11,122,53,8,89,YES,
6/16/2024,AirPods 3,Accessory,Foxconn,China,100,199,227,28,15,3,759,272,8,97,YES,
6/16/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,29,20,9,4,72,35,9,96,YES,
6/16/2024,HP Envy Laptop,Laptop,HP Supply Chain,Vietnam,620,999,125,12,7,6,275,150,7,94,YES,
6/16/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,35,5,11,4,97,42,7,96,YES,
6/16/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,228,8,15,11,762,274,8,89,YES,
6/16/2024,Google Pixel 8,Phone,Google Supply,Vietnam,600,849,110,25,9,8,273,132,7,92,YES,
6/16/2024,Nothing Phone 2,Phone,Nothing Tech,China,410,699,133,15,11,9,369,160,8,91,YES,
6/16/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,287,18,15,2,959,344,8,98,YES,
6/16/2024,MacBook Air,Laptop,Foxconn,China,980,1299,117,20,9,4,291,140,8,96,YES,
6/23/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,175,15,13,3,535,210,8,97,YES,
6/23/2024,MacBook Air,Laptop,Foxconn,China,980,1299,148,20,18,6,558,178,8,94,YES,
6/23/2024,AirPods Pro,Accessory,Foxconn,China,120,249,241,48,16,2,840,289,8,98,YES,
6/23/2024,iPad Air,Tablet,Foxconn,China,430,699,175,18,13,2,535,210,8,98,YES,
6/23/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,47,3,14,12,150,56,5,88,YES,
6/23/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,57,16,13,2,174,68,6,98,YES,
6/23/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,140,4,11,11,388,168,7,89,YES,
6/23/2024,iPhone SE,Phone,Foxconn,India,420,699,62,22,9,11,154,74,6,89,YES,
6/23/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,94,8,8,9,220,113,8,91,YES,
6/23/2024,iPad Mini,Tablet,Foxconn,China,350,649,189,10,5,6,362,227,8,94,YES,
6/23/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,122,14,13,3,373,146,8,97,YES,
6/23/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,130,10,4,2,230,156,7,98,YES,
6/23/2024,Dell XPS 15,Laptop,Dell Manufacturing,USA,600,1399,28,2,12,7,82,34,5,93,YES,
6/23/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,134,6,13,7,410,161,8,93,YES,
6/23/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,47,22,18,7,177,56,6,93,YES,
6/23/2024,Samsung Galaxy S24 Ultra,Phone,Samsung Electronics,South Korea,820,1299,148,6,11,6,410,178,6,94,YES,
6/23/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,219,28,9,8,544,263,7,92,YES,
6/23/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,47,14,8,9,110,56,8,91,YES,
6/23/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,170,3,5,7,325,204,7,93,YES,
6/23/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,22,7,11,11,61,26,8,89,YES,
6/23/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,33,2,9,5,82,40,6,95,YES,
6/23/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,98,5,8,6,230,118,6,94,YES,
